BotName, Behaviour, PositionX, PositionY, OrientationX, OrientationY,  DistanceToEnemyFlag, DistanceToOwnFlag, DistanceToEnemyBase, DistanceToOwnBase, DistanceToEnemyFlagScore, DistanceToOwnFlagScore, DistanceToEnemyFlagSpawn, DistanceToOwnFlagSpawn, Visibility, DistanceToNearestEnemy, GameState


0, 0, 82, 24, -2.731465, 56, 52, 80, 4, 52, 60, 56, 56, 20, 999999, 0, 3, 33
0, 0, 82, 24, -2.731465, 56, 52, 80, 4, 52, 60, 56, 56, 20, 999999, 0, 3, 166
0, 0, 82, 24, -2.8560765, 56, 52, 80, 4, 52, 60, 56, 56, 20, 999999, 0, 3, 1366
0, 0, 82, 24, -2.9172497, 56, 52, 80, 4, 52, 60, 56, 56, 20, 999999, 0, 3, 1499
0, 0, 82, 23, -2.9314787, 55, 51, 81, 5, 53, 61, 55, 55, 20, 999999, 0, 3, 1633
0, 0, 81, 23, -2.9347875, 54, 50, 80, 6, 52, 60, 54, 54, 20, 999999, 0, 3, 1766
0, 0, 80, 23, -2.988538, 53, 49, 79, 7, 51, 59, 53, 53, 22, 999999, 0, 3, 1899
0, 0, 80, 23, -3.026594, 53, 49, 79, 7, 51, 59, 53, 53, 22, 999999, 0, 3, 2033
0, 0, 79, 23, -3.0354452, 52, 48, 78, 8, 50, 58, 52, 52, 24, 999999, 0, 3, 2166
0, 0, 78, 23, -3.0375035, 51, 47, 77, 9, 49, 57, 51, 51, 32, 999999, 0, 3, 2299
0, 0, 77, 23, -3.0379822, 50, 46, 76, 10, 48, 56, 50, 50, 35, 999999, 0, 3, 2433
0, 0, 77, 22, -1.9676567, 49, 45, 77, 11, 49, 57, 49, 49, 30, 999999, 0, 3, 2566
0, 0, 77, 22, -2.3777356, 49, 45, 77, 11, 49, 57, 49, 49, 30, 999999, 0, 3, 2699
0, 0, 76, 21, -2.4731035, 47, 43, 77, 13, 49, 57, 47, 47, 33, 999999, 0, 3, 2833
0, 0, 76, 21, -2.4952857, 47, 43, 77, 13, 49, 57, 47, 47, 33, 999999, 0, 3, 2966
0, 0, 75, 20, -2.5004451, 45, 41, 77, 15, 49, 57, 45, 45, 33, 999999, 0, 3, 3099
0, 0, 74, 19, -2.3187628, 43, 39, 77, 17, 49, 57, 43, 43, 35, 999999, 0, 3, 3233
0, 0, 74, 19, -2.248373, 43, 39, 77, 17, 49, 57, 43, 43, 35, 999999, 0, 3, 3366
0, 0, 73, 18, -2.232001, 41, 37, 77, 19, 49, 57, 41, 41, 38, 999999, 0, 3, 3499
0, 0, 73, 18, -2.2687929, 41, 37, 77, 19, 49, 57, 41, 41, 38, 999999, 0, 3, 3633
0, 0, 72, 17, -2.338718, 39, 35, 77, 21, 49, 57, 39, 39, 43, 999999, 0, 3, 3766
0, 0, 72, 16, -2.3549817, 38, 34, 78, 22, 50, 58, 38, 38, 47, 999999, 0, 3, 3899
0, 0, 71, 16, -2.3575718, 37, 33, 77, 23, 49, 57, 37, 37, 50, 999999, 0, 3, 4033
0, 0, 71, 15, -2.3563716, 36, 32, 78, 24, 50, 58, 36, 36, 53, 999999, 0, 3, 4166
